"national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue.Yes","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk.Yes","oe_constraint.Yes","ppap_risk.Yes","stop_auto_buy.Yes","rev_stop.Yes","went_on_backorder.Yes"
10,12,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
10,4,0,0,0,0,1,1,1,1,0,0,0,0.77,0.8,0,0,0,0,1,0,0
3,8,0,16,16,16,1,5,10,17,2,0,0,0.06,0.5,0,0,0,0,1,0,1
28,8,0,0,0,0,0,0,1,2,1,0,0,0.52,0.78,0,0,0,0,1,0,0
0,12,0,10,16,22,1,5,11,14,0,0,0,0.62,0.73,0,0,0,0,1,0,1
1,4,4,0,0,0,0,0,2,3,0,0,0,0.77,0.8,0,0,0,0,1,0,0
2,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
0,2,0,9,9,9,0,0,0,0,1,0,0,0.33,0.25,0,1,0,1,1,0,1
1,12,0,5,8,11,4,5,9,14,0,0,0,0.82,0.79,0,0,0,1,1,0,1
2,9,0,20,40,60,3,13,23,25,3,0,0,0.96,0.92,0,0,0,1,1,0,1
44,0,1,177,292,410,65,152,250,309,62,0,0,0,0,0,0,0,0,0,0,1
5,8,0,0,0,1,0,1,1,2,2,0,0,1,0.99,0,0,0,0,1,0,1
2430,2,0,0,0,0,9,43,71,118,408,0,0,0.58,0.68,0,0,0,0,1,0,0
128,8,0,248,584,824,29,167,381,508,73,0,0,0.99,0.98,4,0,0,0,1,0,1
19,8,0,20,40,60,6,18,36,59,3,0,0,0.99,0.97,0,0,0,0,1,0,1
0,2,0,5,5,5,0,0,0,0,0,0,0,0.43,0.19,0,1,0,0,1,0,1
16,8,0,0,0,0,0,0,0,0,0,0,0,0.74,0.76,0,0,0,0,1,0,0
3,3,0,16,24,32,6,13,24,34,0,0,0,0.89,0.9,0,0,0,0,1,0,1
3,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
-62,8,0,120,120,120,1,109,120,133,53,0,0,0.74,0.79,0,0,0,0,1,0,1
5,9,0,0,0,0,0,0,0,1,0,0,0,0.69,0.68,0,0,0,0,1,0,0
11,8,0,0,10,20,1,5,9,12,0,0,0,0.95,0.94,0,0,0,1,1,0,0
0,12,0,2,4,5,0,2,2,2,0,0,0,0.73,0.69,0,0,0,0,1,0,1
168,12,0,282,282,708,0,0,0,0,0,0,0,0.69,0.68,0,0,0,1,1,0,0
11,9,0,0,3,5,0,0,0,2,0,0,0,0.85,0.83,0,0,0,0,1,0,0
17,4,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,0,0,0,1,0,0
14,2,0,11,22,33,0,11,29,52,5,0,0,0.79,0.83,0,0,0,0,1,0,1
2,2,0,4,4,4,0,1,6,18,0,0,0,0.99,0.97,0,0,0,0,1,0,0
0,8,0,2,4,5,3,4,6,9,2,0,0,0.99,0.99,0,0,0,0,1,0,1
16,2,0,104,188,220,16,16,16,16,16,0,0,0.92,0.75,1,0,0,0,1,0,1
68,2,75,0,0,0,12,34,85,120,21,0,0,0.97,0.97,0,0,0,0,1,0,0
0,2,0,166,206,206,3,6,6,6,11,0,0,0.1,0.04,3,1,0,1,1,0,1
208,52,0,0,0,0,1,1,5,6,0,0,0,0.84,0.78,0,1,0,0,0,0,0
2,4,5,3,6,6,1,4,7,7,0,0,0,0.77,0.8,0,0,0,0,1,0,0
17,4,0,20,55,90,6,23,79,105,10,0,0,0.82,0.91,0,0,0,0,1,0,1
12,4,6,4,17,25,0,6,18,22,0,0,0,0.77,0.8,0,0,0,0,1,0,0
26,2,0,0,0,0,0,7,8,8,2,0,0,0.99,0.99,0,0,0,1,1,0,1
5,8,0,7,14,14,2,8,14,16,0,0,0,1,1,0,0,0,0,1,0,1
3,8,0,14,14,21,5,9,15,24,3,0,0,0.9,0.92,0,0,0,0,1,0,1
7,2,0,0,1,1,1,1,1,1,1,0,0,0.79,0.83,0,1,0,0,1,0,1
23,2,0,84,144,204,31,116,212,233,0,1,6,0.96,0.83,0,0,0,0,1,0,1
21,8,0,0,0,4,2,5,19,24,1,0,0,0.82,0.68,0,0,0,0,1,0,0
324,8,225,1305,1905,2570,423,958,1221,1816,294,0,0,0.89,0.93,0,0,0,0,1,0,1
36,52,0,0,0,0,0,0,0,0,1,0,0,0.9,0.88,0,1,0,0,0,0,0
11,2,10,27,50,64,20,71,91,92,14,0,0,0.75,0.74,0,0,0,1,1,0,1
41,8,0,41,87,133,1,22,36,77,26,0,0,0.84,0.78,0,0,0,1,1,0,0
0,8,0,17,26,38,1,13,28,42,3,0,0,1,0.85,0,0,0,0,1,0,1
12,8,0,17,73,101,7,51,86,131,5,0,0,0.79,0.76,0,0,0,1,1,0,1
54,8,7,288,396,516,122,315,418,736,70,0,0,0.94,0.86,0,0,0,0,1,0,1
591,9,0,0,0,0,0,0,0,0,0,0,0,0.98,0.89,0,0,0,1,1,0,0
275,8,152,904,2065,3064,582,1556,3098,4330,169,0,0,0.25,0.39,0,0,0,0,1,0,1
15,8,0,120,240,360,39,99,206,282,18,0,0,0.92,0.79,0,0,0,1,1,0,1
0,12,0,5,7,7,0,0,0,0,0,0,0,0.62,0.73,0,1,0,0,1,0,1
2,12,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,0
0,4,0,100,100,100,10,22,22,34,0,0,0,0.77,0.8,0,0,0,0,1,0,1
10,12,0,0,0,0,0,0,1,2,0,0,0,0.82,0.79,0,0,0,0,1,0,0
12,2,0,12,36,60,7,13,30,48,0,0,0,0.98,0.95,0,0,0,1,1,0,1
19,12,20,40,60,100,1,24,49,65,21,0,0,0.82,0.79,0,1,0,1,0,0,1
0,2,24,0,0,0,0,0,0,0,1,0,0,0.75,0.75,0,1,0,0,1,0,0
-3,8,255,2209,3933,5549,305,1286,2329,4119,276,0,0,0.84,0.91,15,0,0,0,1,0,1
3,8,0,0,1,1,1,2,2,2,0,0,0,0.51,0.75,0,0,0,0,1,0,1
69,8,17,36,92,162,14,64,141,207,20,0,0,0.99,0.97,0,0,0,0,1,0,0
2,8,0,1,1,2,1,2,3,4,1,0,0,0.52,0.78,0,0,0,0,1,0,1
0,9,0,2,2,2,0,0,1,2,0,0,0,0.86,0.69,0,0,0,0,1,0,1
25,8,0,0,0,0,0,0,0,0,0,0,0,0.9,0.93,0,0,0,0,1,0,0
8,8,0,0,0,0,0,0,0,0,0,0,0,0.6,0.54,0,0,0,1,1,0,0
2,8,0,6,9,12,17,24,36,59,10,0,0,1,0.98,0,0,0,0,1,0,1
10,8,0,0,0,0,1,2,4,8,0,0,0,0.64,0.69,0,0,0,0,1,0,0
1,8,0,1,2,3,1,3,4,4,0,0,0,0.7,0.74,0,0,0,0,1,0,1
1,3,0,3,5,7,19,44,81,90,2,0,0,1,0.99,0,0,0,0,1,0,1
64,8,0,210,385,545,145,319,398,534,94,0,0,0.89,0.93,11,0,0,1,1,0,1
10,12,0,100,120,160,17,83,149,213,37,0,0,0.82,0.79,0,0,0,1,1,0,1
0,12,0,1,1,1,0,2,2,2,0,0,0,0.82,0.79,0,0,0,1,1,0,1
11,2,0,0,0,0,0,1,1,4,0,0,0,0.99,0.98,0,1,0,0,1,0,0
135,4,153,106,269,376,72,258,446,657,21,0,0,0.77,0.8,0,0,0,0,1,0,0
15,12,0,0,0,0,1,1,1,1,0,0,0,0.82,0.79,0,0,0,0,1,0,0
5,8,0,0,0,0,1,3,6,7,2,0,0,0.99,0.98,0,0,0,0,0,0,1
1470,8,10,0,0,0,35,125,287,423,229,0,0,0.88,0.92,0,0,0,0,1,0,0
4,9,2,6,8,12,5,6,13,19,0,0,0,0.85,0.83,0,0,0,0,1,0,1
0,15,0,0,0,0,0,0,0,0,0,0,0,0.75,0.74,0,0,0,0,1,0,0
101,9,0,0,0,0,0,0,0,0,1,0,0,0.91,0.74,0,1,0,0,1,0,0
1,8,0,5,8,11,1,5,8,10,1,0,0,0.46,0.35,0,0,0,0,1,0,1
6,8,0,0,0,0,0,0,0,0,2,0,0,1,0.94,0,0,0,1,1,0,0
3,8,0,4,8,14,1,6,8,12,3,0,0,0.82,0.87,0,0,0,0,1,0,1
13,8,3,193,302,401,92,161,322,516,42,0,28,0.64,0.67,0,0,0,0,1,0,1
2,8,0,12,18,24,6,12,18,32,0,0,0,0.99,0.99,0,0,0,0,1,0,1
94,2,0,0,0,0,0,0,5,10,0,0,0,0.66,0.6,0,0,0,0,1,0,0
45,8,55,182,297,372,101,237,277,352,92,0,2,0.89,0.93,15,0,0,1,1,0,1
-66,8,67,811,1352,1821,391,691,1127,1602,157,0,0,0.77,0.68,81,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0,0,0,0,1,0,0
19,8,0,0,0,0,0,0,1,1,0,0,0,0.83,0.81,0,0,0,0,1,0,0
4,8,0,0,5,5,1,5,7,11,0,0,0,0.78,0.82,0,0,0,0,1,0,1
19,9,0,0,0,0,0,0,0,0,0,0,0,0.69,0.68,0,0,0,0,1,0,0
39,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,0,0,0,1,0,0
2,2,0,1,2,3,0,0,2,5,0,0,0,0.99,0.97,0,0,0,0,1,0,1
2,2,10,20,30,50,11,19,32,68,4,0,0,0.98,0.97,0,0,0,0,1,0,1
3,2,0,2,3,3,0,0,0,0,0,0,0,0.91,0.82,0,1,0,1,1,0,0
0,2,0,4,13,13,0,0,0,0,0,0,0,0.9,0.88,0,1,0,0,1,0,1
0,8,0,19,43,55,4,11,28,41,0,0,0,0.15,0.34,0,0,0,0,1,0,1
1,2,4,4,8,16,1,4,15,21,0,0,0,0.75,0.89,0,0,0,0,1,0,1
17,2,0,92,157,209,13,55,110,168,31,1,10,0.62,0.69,0,0,0,0,1,0,1
5,8,0,6,9,12,3,9,12,23,2,0,0,0.92,0.75,0,0,0,0,1,0,0
0,8,0,0,0,0,0,0,0,0,0,0,0,-99,-99,0,0,0,0,1,0,0
22,15,0,106,196,262,19,62,100,143,43,0,0,0.93,0.91,0,0,0,0,1,0,1
39,8,0,0,113,265,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
101,12,0,0,0,0,1,6,8,10,20,0,0,0.92,0.75,0,0,0,0,1,0,0
21,8,0,0,50,50,0,0,0,0,0,0,0,0.99,0.97,0,0,0,0,1,0,1
2,12,0,3,5,8,2,4,8,9,1,0,0,0.93,0.96,0,0,0,0,1,0,1
286,12,0,0,0,0,5,21,33,52,0,0,0,0.87,0.68,0,0,0,0,1,0,0
12,12,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
3,8,0,1,1,1,0,3,8,8,0,0,0,0.94,0.96,0,0,0,0,1,0,0
3,8,0,0,0,0,5,8,12,23,1,0,0,0.97,0.95,0,0,0,1,1,0,1
111,2,104,174,324,444,108,201,266,313,92,0,0,0.1,0.04,0,1,0,1,1,0,1
2668,4,72,0,0,0,246,627,1280,2206,206,0,0,0.97,0.91,0,0,0,0,1,0,0
336,4,131,186,547,712,59,228,812,1054,83,0,0,0.77,0.8,0,0,0,0,1,0,0
3,4,0,4,8,16,2,6,17,19,0,0,0,0.96,0.83,0,0,0,1,1,0,1
3,2,0,14,14,14,3,4,4,4,1,0,0,0.99,0.9,0,0,0,0,1,0,1
-4,8,0,96,96,144,12,42,71,90,0,0,0,0.96,0.83,4,0,0,0,1,0,1
6,8,0,6,14,30,2,9,16,29,0,0,0,0.96,0.97,0,0,0,0,1,0,1
17,12,16,168,264,328,40,116,208,333,36,0,4,0.62,0.73,0,0,0,0,1,0,1
41,8,0,0,0,0,0,0,0,0,0,0,0,0.9,0.92,0,0,0,0,1,0,0
5,8,0,4,16,20,6,9,26,42,4,0,0,0.99,0.87,0,0,0,0,1,0,1
0,2,0,118,205,286,0,0,0,1,17,0,0,0.99,0.95,0,0,0,0,1,0,1
0,8,0,1008,1008,1008,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1
1,8,0,24,37,50,5,12,20,27,0,0,0,1,0.97,0,0,0,0,1,0,1
2,12,10,15,30,45,5,14,36,46,1,0,0,0.93,0.96,0,0,0,0,1,0,0
1,8,0,1,2,3,2,3,3,6,0,0,0,0.79,0.86,0,0,0,0,1,0,1
45,8,0,0,0,0,3,12,21,35,0,0,0,0.48,0.53,0,0,0,0,1,0,1
0,2,0,5,5,5,1,2,2,2,1,0,0,0.46,0.35,0,1,0,0,1,0,1
5,8,0,0,0,0,0,0,0,1,1,0,0,0.99,0.95,0,0,0,0,1,0,0
651,8,212,962,2126,3278,343,1028,2036,3160,239,0,0,0.96,0.97,0,0,0,0,1,0,0
0,2,0,0,0,0,4,5,5,5,0,0,0,0.9,0.94,0,0,0,0,1,0,1
1,8,0,20,44,56,5,15,31,53,0,0,0,0.46,0.35,0,0,0,0,1,0,1
44,12,6,22,46,70,10,48,91,135,17,0,0,0.83,0.74,0,0,0,0,1,0,0
274009,8,340,0,0,0,4006,15952,35543,60748,2859,0,0,0.9,0.93,0,0,0,0,1,0,0
1,2,0,0,0,0,1,1,1,1,0,0,0,0.78,0.82,0,1,0,0,1,0,1
1,8,0,0,0,0,1,1,1,1,1,0,0,0.89,0.9,0,0,0,0,1,0,1
0,8,0,5,5,5,0,0,3,6,0,0,0,0.15,0.34,0,0,0,0,1,0,1
0,8,0,28,52,63,0,0,0,0,0,0,0,0.95,0.97,0,1,0,0,1,0,1
6,2,0,0,0,0,0,0,0,0,0,0,0,0.99,0.96,0,1,0,0,1,0,0
7,8,0,0,0,0,3,5,6,6,3,0,0,0.75,0.86,0,1,0,0,1,0,0
11,4,2,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,1,0,0,1,0,0
0,2,0,40,60,60,0,0,0,0,0,0,20,0.26,0.32,0,0,0,0,1,0,1
0,9,0,1,1,1,0,0,0,0,0,0,0,0.85,0.83,0,0,0,0,1,0,1
9,2,0,0,0,0,0,2,2,2,0,0,0,0.96,0.88,0,0,0,0,1,0,0
13,12,0,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
0,8,0,10,10,11,6,7,7,9,0,0,0,0.15,0.34,0,0,0,0,1,0,1
-13,8,53,599,599,731,153,719,1068,11371,107,0,0,0.3,0.32,25,0,0,1,1,0,1
6,8,0,0,0,0,3,6,9,16,2,0,0,0.6,0.57,0,0,0,1,1,0,1
70,8,40,88,190,258,32,102,188,273,38,0,0,0.88,0.94,0,0,0,0,1,0,0
0,2,0,859,1552,1971,0,0,0,0,67,0,0,0.69,0.68,0,0,0,1,1,0,1
5,8,4,2,8,10,3,7,9,12,0,0,0,0.96,0.97,0,0,0,0,1,0,0
7,2,0,1,1,1,6,21,22,22,2,0,0,0.99,0.9,0,1,0,0,1,0,1
0,8,0,3,4,6,2,3,4,8,0,0,0,0.83,0.71,0,0,0,0,1,0,1
2,8,0,10,15,25,1,6,14,18,3,0,0,0.92,0.95,0,0,0,0,1,0,1
19,8,0,288,288,288,14,28,59,77,11,0,0,0,0,0,0,0,0,1,0,0
1,8,0,30,40,60,17,26,51,65,0,0,0,1,0.94,0,0,0,0,1,0,1
2,8,0,0,0,0,0,0,0,1,0,0,0,0.78,0.82,0,0,0,0,1,0,0
1,2,0,2,3,4,2,5,11,14,4,0,0,0.99,0.99,0,0,0,0,1,0,1
12,8,0,0,0,0,4,8,20,34,1,0,0,0.74,0.76,0,0,0,0,1,0,1
-1,8,0,17,23,41,1,12,18,29,0,0,0,0.79,0.66,1,1,0,0,0,0,1
0,2,0,4,7,8,0,0,0,0,0,0,0,0.88,0.92,0,1,0,1,1,0,0
6,12,0,0,0,0,0,0,3,4,0,0,0,0.82,0.79,0,0,0,0,1,0,0
4,8,0,4,12,16,2,5,9,16,0,0,0,0.99,0.98,0,0,0,0,1,0,1
3,9,0,8,13,15,5,9,10,13,5,0,0,0.69,0.68,0,0,0,0,1,0,1
10,8,0,5,5,10,1,1,4,9,1,0,0,0.96,0.92,0,0,0,0,1,0,0
869,8,839,3800,6800,8400,771,1987,4334,8207,1306,0,0,0.92,0.93,0,0,0,0,1,0,0
0,8,0,22,31,47,4,15,15,19,3,0,0,0.64,0.63,0,0,0,0,1,0,1
83,8,3,0,50,80,9,26,92,157,28,0,0,0.97,0.98,0,0,0,0,1,0,0
6,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.94,0,0,0,0,1,0,0
4,4,1,20,20,20,0,2,2,2,2,0,0,0.22,0.11,0,1,0,0,1,0,0
5,4,0,0,0,1,1,4,7,9,1,0,0,0.89,0.9,0,0,0,0,1,0,1
11,8,0,10,16,22,8,22,49,72,2,0,0,0.95,0.95,0,0,0,0,1,0,1
0,12,0,5,8,11,2,5,5,10,0,0,0,0.82,0.79,0,0,0,1,1,0,1
2,9,0,0,0,0,0,0,0,0,0,0,0,0.69,0.68,0,0,0,0,1,0,0
2,2,1,1,4,6,0,2,4,4,1,0,0,0.85,0.87,0,0,0,0,1,0,0
6,2,0,0,0,0,0,1,3,3,0,0,0,0.92,0.97,0,0,0,0,1,0,1
2,9,0,3,5,5,0,0,0,0,0,0,0,0.69,0.68,0,1,0,0,1,0,0
1,8,0,10,20,30,2,12,20,21,0,0,0,0.15,0.34,0,0,0,0,1,0,1
13,12,13,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
371,8,3,450,750,900,23,433,878,1538,211,0,0,0.84,0.71,0,0,0,0,1,0,0
0,12,0,7,11,11,0,0,0,0,0,0,0,0.48,0.39,0,1,0,1,1,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
4,8,0,400,400,400,11,40,81,141,22,0,0,0,0.5,0,0,0,0,1,0,1
69,8,0,29,29,29,8,25,53,90,21,0,0,1,0.99,0,0,0,0,0,0,1
2,8,0,4,7,8,2,5,7,14,0,0,0,0.79,0.66,0,0,0,0,1,0,1
-36,12,1,355,431,540,39,128,211,359,45,0,11,0.88,0.85,40,0,0,0,1,0,1
6,12,0,0,0,0,1,2,2,3,0,0,0,0.87,0.59,0,0,0,0,1,0,1
35,8,0,317,558,792,60,222,389,558,87,0,21,0.81,0.89,1,0,0,0,1,0,1
22,12,0,200,300,380,55,146,248,349,60,0,20,0.43,0.45,0,0,0,0,1,0,1
108,52,54,0,0,0,4,13,24,36,15,0,0,0.98,0.9,0,1,0,0,1,0,0
11,12,0,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,0,0,0,1,0,0
7,8,9,135,220,290,58,104,169,239,67,0,0,0.81,0.88,2,0,0,0,1,0,1
4136,8,16,0,0,0,63,226,624,961,60,0,0,0.64,0.67,0,0,0,1,1,0,0
9,2,0,80,140,200,18,53,118,157,0,0,0,0.98,0.97,0,0,0,0,1,0,1
240,8,121,120,240,360,40,139,302,519,205,0,0,0.98,0.99,0,0,0,0,1,0,0
0,3,0,854,1873,1887,2,3,3,3,91,0,0,0.49,0.72,1,0,0,1,1,0,1
3,8,0,2,2,4,2,4,7,10,0,0,0,0.57,0.48,0,0,0,0,1,0,1
0,8,0,7,10,10,3,5,7,10,0,0,0,0.74,0.76,0,0,0,0,1,0,1
6299,52,7,0,0,0,37,101,187,307,22,0,0,-99,-99,0,1,0,1,0,0,0
11,8,0,0,0,0,0,0,0,0,0,0,0,0.64,0.67,0,0,0,0,1,0,0
216,2,0,0,0,0,1,4,9,9,0,0,0,0.66,0.6,0,0,0,0,1,0,0
8,8,4,272,412,556,43,146,297,461,58,0,0,0.45,0.69,3,0,0,0,1,0,1
11,2,0,0,0,0,0,0,1,2,0,0,0,0.76,0.85,0,0,0,0,1,0,0
0,3,0,4,4,6,1,4,5,6,0,0,0,0.89,0.9,0,0,0,0,1,0,1
-1,8,0,9,13,17,10,11,16,21,0,0,0,0.9,0.88,1,0,0,0,1,0,1
11,2,0,0,0,0,0,0,1,1,0,0,0,1,0.99,0,0,0,0,1,0,0
94,8,0,0,0,0,1,3,3,6,0,0,0,0.82,0.89,0,0,0,1,1,0,1
8,8,0,0,0,0,2,3,6,10,0,0,0,0.92,0.75,0,0,0,0,1,0,0
5,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.69,0,0,0,0,1,0,0
13,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0
0,2,0,11,11,11,0,0,0,0,1,0,0,0.79,0.78,0,1,0,1,1,0,1
4,12,0,30,42,60,0,11,21,36,0,0,0,0.69,0.68,0,0,0,1,1,0,1
0,8,0,8,13,18,0,3,6,11,1,0,0,0.59,0.59,0,0,0,0,1,0,1
-28,9,0,86,121,149,32,63,94,107,24,0,0,0.69,0.68,28,0,0,0,1,0,1
0,8,0,1,1,1,0,1,1,1,0,0,0,0.98,0.95,0,0,0,0,1,0,1
15,8,5,16,36,56,11,29,51,76,8,0,0,0.81,0.89,0,0,0,0,1,0,1
7,9,0,0,0,0,0,0,1,1,0,0,0,0.94,0.91,0,0,0,0,1,0,0
2,6,0,0,0,0,0,0,0,0,0,0,0,0.79,0.66,0,0,0,0,1,0,0
0,2,0,20,24,24,0,0,0,0,0,0,0,0.75,0.74,0,1,0,0,1,0,1
120,8,39,76,148,244,18,67,187,292,59,0,0,0.98,0.97,0,0,0,0,1,0,0
56,8,21,864,1452,2160,328,868,1363,1755,231,0,0,0.32,0.15,16,0,0,0,1,0,1
9,2,3,6,6,6,4,6,6,6,2,0,0,0.59,0.59,0,1,0,0,1,0,1
0,8,0,5,6,6,0,0,0,0,0,0,2,0.1,0.13,0,0,0,0,1,0,1
2,8,0,18,30,38,7,22,35,54,26,0,0,0.95,0.95,0,0,0,0,1,0,1
3,8,0,0,0,0,1,1,1,1,0,0,0,0.7,0.64,0,0,0,0,1,0,1
204,8,68,303,652,1070,119,387,793,1135,105,0,0,0.82,0.87,0,0,0,0,1,0,0
12,2,0,12,12,12,8,16,19,19,0,0,0,0.3,0.35,0,1,0,1,1,0,1
300,12,0,0,0,0,3,6,7,10,0,0,0,0,0,0,0,0,0,1,0,0
4,2,0,2,6,10,0,8,12,14,0,0,0,0.99,0.99,0,0,0,0,1,0,1
1,8,0,35,70,70,8,27,43,69,4,0,0,0.76,0.88,0,0,0,0,1,0,1
10,2,1,3,3,3,8,30,30,30,0,0,2,0.69,0.68,0,0,0,0,1,0,1
10,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
63,17,0,0,0,0,4,15,32,47,10,0,0,0.79,0.83,0,0,0,1,1,0,0
27,2,0,0,0,0,0,0,0,1,0,0,0,0.13,0.14,0,0,0,0,1,0,0
0,3,0,30,30,30,11,28,29,29,15,0,0,0.42,0.46,0,0,0,0,1,0,1
4,8,0,0,4,4,1,4,4,4,0,0,0,0.92,0.75,0,0,0,0,1,0,1
6,2,0,0,0,0,0,1,1,1,0,0,0,0.35,0.73,0,1,0,0,1,0,0
0,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
4,10,0,0,0,0,0,0,1,1,0,0,0,0.89,0.9,0,0,0,0,1,0,0
0,2,3,6,6,6,0,0,0,0,0,0,0,1,0.96,0,1,0,0,1,0,1
0,8,0,5,8,10,0,2,4,7,0,0,0,0.48,0.53,0,0,0,0,1,0,1
9,8,0,20,20,40,5,11,16,25,0,0,0,1,0.92,0,0,0,0,1,0,1
17,8,0,77,122,182,19,62,113,169,25,0,0,0.6,0.57,0,0,0,1,1,0,1
53,8,12,100,200,200,29,68,122,214,53,0,0,1,1,0,0,0,0,1,0,0
55,8,0,47,77,113,9,31,67,90,16,0,0,0.86,0.88,0,0,0,0,1,0,0
95,8,13,47,131,201,31,97,215,303,95,0,0,0.96,0.96,0,0,0,0,1,0,0
81,8,64,250,478,634,76,234,424,658,115,0,0,0.94,0.95,0,0,0,0,1,0,0
13,8,0,29,61,102,12,29,73,95,0,0,0,0.96,0.96,0,0,0,0,1,0,1
37,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.95,0,0,0,0,1,0,0
0,2,0,10,10,10,0,0,0,0,1,0,0,0.79,0.83,0,1,0,0,1,0,1
0,2,0,0,14,20,1,2,2,2,0,0,0,0.84,0.74,0,1,0,1,1,0,1
0,2,0,4,10,10,0,0,0,0,0,0,0,0.9,0.88,0,1,0,0,1,0,1
7,8,0,23,35,44,2,4,13,32,0,0,3,0,0,0,0,0,0,1,0,1
14,9,13,30,61,85,17,37,89,135,0,0,0,0.91,0.74,0,0,0,0,1,0,0
5,4,0,0,1,1,0,1,3,6,0,0,0,0.77,0.8,0,0,0,0,1,0,0
6,2,0,0,6,12,5,11,20,27,0,0,0,0.77,0.78,0,0,0,0,1,0,1
154,12,55,146,301,476,61,178,336,500,46,0,0,0.82,0.79,0,0,0,0,1,0,0
-98,8,1,170,170,170,1,100,122,173,3,0,0,0.84,0.71,98,0,0,0,1,0,1
0,8,0,15,21,27,1,6,13,23,0,0,0,0.94,0.93,0,0,0,0,1,0,1
358,8,166,410,830,1222,155,668,1236,1868,160,0,0,0.67,0.61,0,0,0,1,1,0,0
2,8,0,10,14,20,3,6,14,22,9,0,0,0.77,0.74,0,0,0,0,1,0,1
15,2,0,20,40,60,13,27,33,35,0,0,0,0.92,0.85,0,0,0,0,1,0,1
0,8,0,5,8,14,1,6,16,24,0,0,0,0.85,0.95,0,0,0,1,1,0,1
93,8,0,0,0,0,0,2,4,9,0,0,0,0.99,0.97,0,0,0,0,1,0,0
0,8,0,27,38,49,1,13,16,27,0,0,0,1,0.99,0,0,0,1,1,0,1
-1,8,0,13,16,18,6,10,21,25,0,0,0,0.47,0.62,1,0,0,0,1,0,1
3,8,0,13,29,45,3,9,13,23,1,0,0,0.97,0.94,0,0,0,0,1,0,1
0,8,0,10,20,20,2,5,12,14,1,0,0,0.88,0.87,0,0,0,0,1,0,1
29,8,0,368,485,680,218,398,521,742,37,0,0,0.98,0.93,0,0,0,0,1,0,1
25,2,0,0,0,0,0,0,0,2,0,0,0,0.66,0.6,0,0,0,0,1,0,0
1,2,0,15,26,37,5,13,29,38,0,0,0,0.9,0.88,0,0,0,0,1,0,1
0,3,0,118,118,118,0,3,4,11,14,0,0,0.03,0.1,0,0,0,0,1,0,1
0,8,0,5,7,7,0,0,0,0,0,0,0,0.46,0.35,0,1,0,0,1,0,1
0,2,0,26,36,36,0,2,2,2,0,0,0,0.14,0.57,0,0,0,0,1,0,1
0,8,0,3,5,7,0,0,3,7,2,0,0,0.84,0.78,0,0,0,1,1,0,1
2,4,0,1,2,2,0,1,2,2,0,0,0,0.77,0.8,0,0,0,0,1,0,0
1,8,0,2,2,2,1,1,3,3,0,0,0,0.81,0.83,0,0,0,0,1,0,1
0,8,0,0,0,0,0,0,0,0,1,0,0,0.46,0.35,0,0,0,0,1,0,0
17,2,0,0,0,0,0,0,0,1,0,0,0,0.84,0.78,0,1,0,1,1,0,0
0,2,0,17,27,32,0,0,0,0,0,0,0,0.59,0.62,0,1,0,1,1,0,1
-1,2,0,110,110,110,76,130,130,130,0,0,0,0.11,0.07,1,1,0,0,1,0,1
11,2,0,15,36,63,3,10,22,43,0,0,0,0.82,0.89,0,0,0,1,1,0,1
0,2,0,6,9,9,0,0,0,0,0,0,0,0.46,0.35,0,1,0,1,1,0,1
18,2,0,0,0,0,0,0,2,2,0,0,0,0.96,0.91,0,0,0,0,1,0,0
10,8,0,0,0,0,3,3,9,12,3,0,0,0.79,0.78,0,0,0,0,1,0,0
1,8,0,1,2,3,3,5,5,6,1,0,0,0.96,0.94,0,0,0,0,1,0,1
